Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
0.8326757806409297,0.9278684340928538,0.13587925260715533,0.9501074525026573,0.7874953053169786,0.6780765542867453,0.36733147448605485,0.03564195310158852,Forest,Sandy,0.497788511153873,1.0,1.0,0.0
0.21238991037301408,0.33257631816886307,0.31977621922917016,0.7189672257034748,0.9242623079932466,0.6277622533327305,0.5421765665081049,0.06128613691226947,Desert,Silt,0.4965187390714784,0.0,1.0,0.0
0.18186679428178676,0.5031688691317779,0.34198800386317635,0.3744272921248062,0.16312565190961198,0.10430228801319313,0.45433212434497744,0.6873186831745624,Forest,Silt,0.3989432349961127,1.0,1.0,0.0
0.18344680138933056,0.013925162122192358,0.8996694761287978,0.8202295581091004,0.427876826010408,0.7479705174783546,0.3977565125970034,0.33502535534302946,Urban,Peat,0.045527657668641586,1.0,1.0,1.0
0.30432006657806066,0.006801426898249585,0.7418739498130402,0.025867136615728703,0.43321298194265195,0.32317298489407476,0.7189789591288667,0.4888289536070048,Desert,Clay,0.1430807783723803,0.0,1.0,0.0
0.5248990969866223,0.2400247819043797,0.972277911958906,0.10276258752435163,0.35447131966308315,0.7989860362219173,0.05426486879831488,0.7820619094558561,Water Body,Loam,0.7144821410428229,0.0,1.0,1.0
0.4320603929946729,0.1006729010661151,0.59911154383842,0.6615111951765956,0.008889526667831715,0.6076741195929847,0.47141375222805765,0.5771750260511239,Forest,Peat,0.14255656961454688,0.0,0.0,1.0
0.2913031373409214,0.2601142085725686,0.2417011737718469,0.2913060087178265,0.8159917556867565,0.31710485431395946,0.2620636291356798,0.8053371536010535,Agricultural,Loam,0.4119446060069284,0.0,0.0,0.0
0.6120211706095289,0.1769267593321332,0.3276551194575398,0.9515863812646144,0.11154755907780434,0.35630901943552634,0.0843972339485698,0.4191320727490544,Agricultural,Sandy,0.35410766035790964,0.0,1.0,1.0
0.1395232403534024,0.02836888787798053,0.3198348621013535,0.4361493555823259,0.995508250271642,0.7315492213434689,0.46488678386451443,0.28736659493141026,Agricultural,Silt,0.21936580728752297,0.0,0.0,0.0
0.29221891488140894,0.9093582074909698,0.32649424638029123,0.4294521161713576,0.7729762218049365,0.5500886938991283,0.17119790543746333,0.23476674250334023,Forest,Sandy,0.5287762311984264,1.0,0.0,0.0
0.36645793305073826,0.008067265820197123,0.6730150812903276,0.6782205809742601,0.5800191437583511,0.6683885509261231,0.2581039230367378,0.13158448228298886,Water Body,Loam,0.36295508199185844,1.0,1.0,0.0
0.45619245246525064,0.7360958495443196,0.5308379153418293,0.7677289816607029,0.1545965747733224,0.15832077122663069,0.5070328103915517,0.03667586012476759,Desert,Loam,0.7595407594426098,1.0,1.0,0.0
0.7853952025653241,0.15202555179014698,0.385432769423761,0.47565602156820375,0.5153992162142456,0.7870223369147842,0.9740040185092638,0.0530325230459906,Forest,Loam,0.6389426190219283,0.0,1.0,1.0
0.1997208576397423,0.9122843646384442,0.1490635790757447,0.21404163331635884,0.261103646921653,0.32040491010868616,0.6843819936566768,0.27093788121428103,Forest,Silt,0.48045857707552503,1.0,0.0,0.0
0.5143740097979022,0.8928461547247121,0.022094290153808427,0.7734703031521093,0.252317038821812,0.6198954441822663,0.2795138623129416,0.27835353876709534,Forest,Clay,0.5754283381292791,1.0,1.0,0.0
0.5925771289501379,0.6538957057043597,0.21881875219116292,0.32041500066265655,0.8295495018159971,0.11467927564438435,0.38235779140411436,0.3817518309345794,Desert,Clay,0.4310846410611657,1.0,0.0,0.0
0.04645243319014175,0.6722329802123332,0.10743908940171082,0.17514309240071885,0.38064466022436566,0.3214339030796497,0.40609866667318967,0.591638175715976,Water Body,Silt,0.7834035620351781,1.0,1.0,1.0
0.6077118610176088,0.005182604512187328,0.785512492674416,0.6317712199885817,0.4507271645568083,0.6489034639912876,0.15345654337516196,0.7593630947248065,Forest,Clay,0.9604842845974239,0.0,0.0,1.0
0.17056262777258208,0.9849432322920462,0.11246638299750794,0.09046768624962942,0.8429855893138568,0.27421654867304224,0.1604771825810558,0.19762537389286355,Urban,Clay,0.7668489342405969,0.0,1.0,1.0
0.06505908309356667,0.8778793326721996,0.7242866899428544,0.9715571549297476,0.08777780337572288,0.8803642774032603,0.14821059958564886,0.7593117230964838,Desert,Silt,0.8617452568839103,1.0,1.0,0.0
0.9491529168839434,0.8951569790969205,0.3856673156259424,0.6325284581639918,0.5946276306190991,0.661265420081527,0.5216967272824191,0.13889492252104818,Water Body,Clay,0.7836792416956724,1.0,1.0,1.0
0.965904336977232,0.6592403412464322,0.07334105775766175,0.9861031450974223,0.5782247275138459,0.8703297842176537,0.6743072277605873,0.9888156705273365,Urban,Clay,0.40750994569798515,1.0,0.0,1.0
0.8086234174889583,0.3447094730295768,0.8128015267501234,0.33896115829529155,0.4252167929535274,0.39540944896917507,0.5907933671340942,0.28497641575681565,Forest,Peat,0.8541954456549692,0.0,1.0,0.0
0.30469170203839957,0.8936990628827519,0.5796677426450131,0.971409609139875,0.8297949047998512,0.03397904600270313,0.9780645801502611,0.837418471559223,Urban,Sandy,0.03773279264006463,0.0,1.0,1.0
0.09768919611063476,0.2914270621072387,0.23574807856468571,0.14558818210234503,0.9429153686273637,0.5761711349383354,0.12567737356486436,0.19038434789790354,Agricultural,Sandy,0.8856016576129683,0.0,0.0,1.0
0.6844225856256393,0.5626848580523618,0.8947647122786475,0.0406980331560578,0.46533987464413695,0.33920838639788353,0.9867768562540602,0.9507551281808206,Water Body,Sandy,0.46993204986458254,0.0,1.0,1.0
0.44027028148304065,0.09959642554066062,0.04521684349391303,0.03298565411827281,0.4561506539917775,0.4482107519995158,0.4666745971190904,0.8267075117137024,Water Body,Peat,0.3298679159279047,1.0,0.0,0.0
0.12206248175588819,0.9220126386592408,0.20180117871830505,0.46496534309324483,0.502069380129149,0.681148601254489,0.21848944282075505,0.35935085216720225,Agricultural,Sandy,0.5250969933137752,0.0,1.0,1.0
0.49531087766923215,0.14064547201932698,0.7521094744779577,0.08301660607614791,0.723139538564432,0.7007043985931359,0.9435581985482886,0.4214491473236795,Urban,Loam,0.6879443543317401,1.0,0.0,0.0
0.03438699481136953,0.2247914190627469,0.7094341974479013,0.5122730829327276,0.6680733430898027,0.027549876327372214,0.4686150993424468,0.0037089277028384826,Water Body,Sandy,0.6152568324896579,0.0,1.0,0.0
0.9095761476641648,0.5581064064357479,0.2892661344408084,0.3275657750440951,0.222828148608749,0.7693471225995212,0.3472783393636373,0.25136630936337445,Forest,Silt,0.6180644429517834,1.0,1.0,0.0
0.2588444371356946,0.7641132311655614,0.06198587248652676,0.3356960214829191,0.06388146074483181,0.49354440709486463,0.21366395889879708,0.2892401755102321,Agricultural,Sandy,0.09975899905576052,0.0,0.0,0.0
0.6627054594691519,0.6193378161256928,0.8581562233458093,0.6357408847107694,0.9492797208878632,0.5567286085030662,0.2677606955560186,0.4527240925516416,Water Body,Loam,0.7289931707219136,0.0,1.0,0.0
0.31179109590269094,0.23203021217586328,0.31369567351681193,0.16312773195973618,0.2610646640593457,0.2980062367845855,0.9795177481175366,0.13895522409645017,Water Body,Sandy,0.7116824778108464,1.0,0.0,0.0
0.5202093079149094,0.0007854809018738029,0.19569408680925598,0.7667135701979646,0.6386084232733649,0.420854281698871,0.30387964218211716,0.4787589183068369,Desert,Clay,0.1155638515545725,0.0,1.0,1.0
0.5468594001806558,0.7571691938705113,0.5160896394495323,0.5821512237425055,0.828458206517588,0.710415533007739,0.9781033409472751,0.6685088851719664,Urban,Loam,0.04337393110230359,0.0,0.0,0.0
0.18489717341491546,0.9852790703121717,0.9103130251142288,0.9151369126172456,0.30027340314698003,0.7767587621518498,0.3301364242551743,0.37124692221603545,Agricultural,Silt,0.9828779569287722,0.0,1.0,0.0
0.9698580939194309,0.809944026064064,0.043504855553044175,0.3649139986763681,0.6354450111866685,0.38712435840067505,0.23128254376466162,0.23212443562892532,Water Body,Clay,0.7462455118750866,1.0,1.0,0.0
0.7753491113696971,0.46015605208850374,0.7658686593241759,0.982921928575558,0.10788831551151778,0.6911566078950718,0.1832003616335856,0.5477260977090496,Agricultural,Clay,0.6057359932428638,1.0,1.0,1.0
0.9397635610859738,0.9038200325448069,0.572509347011489,0.5759466094582962,0.9699579574663497,0.25805280703760813,0.4118233413398936,0.028881253871407553,Forest,Peat,0.3161187654187563,1.0,0.0,0.0
0.8950788343615133,0.40978537482568245,0.42546359830071,0.9736068791095733,0.058144131374966546,0.8320714263655529,0.2366736548762357,0.3407943121094738,Desert,Clay,0.2755145238558555,1.0,0.0,0.0
0.5980641518725005,0.5248985978631158,0.7441418183613779,0.027060967001605762,0.43817747543027313,0.6098477252902887,0.6970723141748312,0.5275947219312995,Urban,Sandy,0.1351863101742264,1.0,1.0,0.0
0.9221336720368143,0.47708314394763507,0.9659184324358948,0.7281281814653469,0.5368264422972476,0.7752313702874262,0.23964066329690098,0.33579840401397676,Urban,Clay,0.6085041192974576,0.0,0.0,1.0
0.08850688491047909,0.447570375169928,0.22919181212961998,0.8167925494666697,0.7905002899358644,0.47717921957639403,0.8356115820590797,0.34538945878917904,Forest,Clay,0.5759343305583877,1.0,1.0,0.0
0.19602885259329988,0.7752135857160347,0.14362037446854498,0.05317924548507197,0.12111718129515464,0.229116601367301,0.834225191102998,0.8483829144617661,Water Body,Peat,0.9355663871074903,0.0,1.0,0.0
0.04522894972368463,0.526733848351545,0.9129679617201303,0.5790893061011083,0.4408108928656336,0.429252186251692,0.28542186629377975,0.9340998893163222,Desert,Sandy,0.6277824265193969,0.0,0.0,1.0
0.3254143552898896,0.31663312692103585,0.6690033953287224,0.8021101449434174,0.2997081969413289,0.3815031853331351,0.7537073430252631,0.8274735691274759,Urban,Sandy,0.4513704963239304,1.0,1.0,1.0
0.3887799412568571,0.2580605299571018,0.4380023483488715,0.5611544904309607,0.31200789152094455,0.33273098188072087,0.8577734723660555,0.09876261459609464,Agricultural,Clay,0.8973438005997971,1.0,0.0,1.0
0.27141718321248265,0.03759832970754334,0.5732958050619157,0.06382184977115002,0.7788059058981484,0.21217989996291187,0.5902051851707881,0.28968627765612487,Forest,Silt,0.6140185974608259,0.0,0.0,1.0
0.8289695595062271,0.5831732487029515,0.7456755051097896,0.6935916343632924,0.005444451535948913,0.7592108949142893,0.3662748176281455,0.7113456860645158,Urban,Silt,0.7142477107044913,0.0,1.0,1.0
0.3568465910864306,0.2298572086456595,0.7730975337053533,0.06060447855638368,0.749100306629167,0.0863491644197199,0.44095292507303513,0.9745111984566848,Water Body,Sandy,0.6266341416470155,0.0,1.0,1.0
0.2810054797156951,0.14801065174554912,0.9199814293263096,0.8176401034017526,0.8104178294965863,0.8876135088236483,0.7864150560592058,0.2422132803023599,Desert,Silt,0.16926294999006214,0.0,1.0,1.0
0.5428440236296341,0.6538245065792407,0.42685747574924054,0.043037949923511565,0.9013856993718881,0.17502832146213543,0.29321747960794664,0.8983094577953432,Urban,Sandy,0.12365979755116069,0.0,0.0,0.0
0.14095402527176,0.6812101791822164,0.2934059598981462,0.1374215500451914,0.6268930194364043,0.9799325764480746,0.3343862379523054,0.7390733746600651,Water Body,Sandy,0.6245402839843989,0.0,0.0,1.0
0.8024212269214851,0.752172341965261,0.6397102742697425,0.2751615341028919,0.3334534603339536,0.988527563470059,0.160607405540443,0.9835710793070793,Water Body,Loam,0.9140627896077028,0.0,0.0,1.0
0.07456092696404254,0.5035364343312841,0.4157409503710659,0.6334961952033995,0.4272370463165778,0.39840599393021664,0.39901380641067974,0.09347929947823197,Forest,Sandy,0.9637284932888954,0.0,1.0,0.0
0.9871654904631062,0.8941051135725688,0.5946378291589776,0.9765646619220624,0.9697625866667512,0.9878805435415786,0.08629508218018828,0.39471635490882023,Water Body,Loam,0.9955001129913792,0.0,0.0,0.0
0.7724602080789842,0.9364031137217175,0.41999947617629296,0.11784278941464277,0.8812093823260909,0.8691198250336296,0.3209505485740334,0.47810686630312327,Forest,Clay,0.8440319728031531,0.0,1.0,1.0
0.19876247528807078,0.807401253293563,0.15297017186816325,0.14273298639465037,0.46352984112258266,0.08242751048637093,0.37342593711306354,0.6721239465202792,Agricultural,Peat,0.36377165811149315,1.0,1.0,1.0
0.005512102714048617,0.6355837761699584,0.46944770553222365,0.36894461288699426,0.9430883221143976,0.9473852510468035,0.2553571797867046,0.6540087397648995,Forest,Sandy,0.6134814650060386,1.0,1.0,1.0
0.8156895750053768,0.3036339307435497,0.6909713723318391,0.8363944001606263,0.8229748346828614,0.042508875590401285,0.10114668663448173,0.9064463976249331,Urban,Clay,0.6090163600391162,0.0,1.0,0.0
0.7070535555942815,0.983016138944428,0.7993533061224123,0.46732643563007714,0.901113305043853,0.18191836589872434,0.5216998339096621,0.8387569206303085,Forest,Sandy,0.5374908118868991,0.0,1.0,1.0
0.7292098928971182,0.2740422519171998,0.4933507479280446,0.3216745983256072,0.682990952126389,0.5846272936738341,0.8653131409968768,0.05525674325947677,Desert,Sandy,0.7420673407146444,1.0,0.0,1.0
0.7714854989413423,0.20254635405239368,0.16521407705289892,0.5613196331147948,0.8576755500047741,0.08073429555461703,0.3355693358631945,0.48653413519156813,Agricultural,Peat,0.16980968732069868,0.0,1.0,0.0
0.07405478623248901,0.4420993419902754,0.4147006076577775,0.2605739877104042,0.8917891689655065,0.16173044150847243,0.23666877492978278,0.4070349771010981,Forest,Loam,0.18851928458179779,1.0,0.0,0.0
0.35855949646529567,0.05669603164616627,0.786361515594953,0.4012411048002893,0.09200395063676697,0.9535488981958951,0.2849334265214956,0.9972687911658212,Agricultural,Sandy,0.944736323040252,1.0,1.0,1.0
0.11589149240314223,0.9785646451641041,0.41287189953671494,0.33267152445085824,0.9652432795290917,0.9947478278277135,0.8621172981739176,0.42723709089033624,Forest,Sandy,0.8398921739128629,1.0,0.0,1.0
0.8633455814558103,0.5884128636356244,0.696585170047876,0.8043093491592934,0.33361123786090047,0.7981829736060346,0.5278437459299548,0.6826631478486411,Water Body,Loam,0.8185468328128338,0.0,0.0,1.0
0.6234697681612644,0.5569240645833103,0.5072401965986949,0.9244500233750479,0.4399023880845928,0.5152363746261607,0.13059600659006276,0.28437191171267956,Water Body,Silt,0.48302898020573437,1.0,1.0,0.0
0.33098368654807375,0.6557912807478865,0.2412104945880122,0.759730882603437,0.7919223338726762,0.9003543903888347,0.70936313108794,0.6146556278215793,Urban,Peat,0.5677162873041863,1.0,1.0,1.0
0.06356540130941896,0.49698165904642144,0.7962195453547012,0.43917297311987585,0.6649092168784625,0.11189803011379101,0.15418827784948286,0.2065557309088638,Water Body,Peat,0.6248640217693534,1.0,0.0,1.0
0.3110621272402431,0.03191320566838113,0.0841777166651757,0.5044384826965018,0.8930829977576277,0.9429482516808709,0.060009100564306694,0.6036305171193672,Desert,Sandy,0.2938374791269738,1.0,1.0,1.0
0.3252673033257608,0.6122961589028704,0.5249193991153367,0.12509519844014838,0.40057487570788797,0.35156866072580634,0.2555630433117648,0.868281562819371,Water Body,Peat,0.29457598000646507,1.0,1.0,1.0
0.7298090793319196,0.716182944094634,0.20887364545539727,0.7470206540762527,0.37328807191898317,0.8615401779902234,0.167917490439356,0.01911265222196895,Desert,Silt,0.17970293616887534,1.0,0.0,1.0
0.6377333056193473,0.4166883701614922,0.06702736751540894,0.5965991064835101,0.03167352557073111,0.6684109177776104,0.6050784457429544,0.504585023111306,Forest,Sandy,0.5601392569442921,0.0,0.0,0.0
0.8874619874506822,0.7573142194132874,0.5029598221600883,0.9026295762605192,0.4627292729963546,0.9603318813756332,0.48457745861658513,0.9824910619744269,Forest,Loam,0.16333823528449043,0.0,1.0,1.0
0.4723421407962735,0.22689640295886243,0.4995875447916526,0.20064898015875116,0.7240863202764246,0.8647289537370648,0.7242146500445263,0.15917308632791893,Desert,Loam,0.2009793926835708,0.0,0.0,1.0
0.11961777419958586,0.22117036098984305,0.7069568042730439,0.7598848456605407,0.3011754104455141,0.8879504156464038,0.5115977799423448,0.1833290495765192,Urban,Sandy,0.9025857905860921,0.0,1.0,1.0
0.7134428771840213,0.16129681199922435,0.7448121659477819,0.6848141578021512,0.46273041005123805,0.6317893506861503,0.41897892326570907,0.4708137259602303,Water Body,Loam,0.5258962313468011,1.0,1.0,0.0
0.760997117692332,0.3719236428272599,0.7278504657274207,0.26589747482526976,0.21939081462023302,0.8332073702447401,0.5262539242738801,0.8710852192443288,Desert,Loam,0.6190337153521988,0.0,0.0,0.0
0.5614306017787027,0.8470515841558051,0.409570876101081,0.6675173966717841,0.7728055281541752,0.7571747638399791,0.4344680886544162,0.5627730558444101,Water Body,Sandy,0.13410821980049592,0.0,0.0,0.0
0.7711822430644144,0.8279471611566638,0.631734621113945,0.9245677029518864,0.06049752260059016,0.16162580823090045,0.03683814670666774,0.5087083092181862,Agricultural,Clay,0.20589881938058285,1.0,1.0,1.0
0.4939291577499349,0.3827556139598909,0.5769820198566176,0.9186290263091319,0.7053977716461759,0.6486330436902344,0.6808240353619546,0.08664913574953814,Urban,Peat,0.09803481318470758,1.0,1.0,1.0
0.5228748997003702,0.5890982028270949,0.42157566576865124,0.7197766282567438,0.378940172008677,0.1481772994482452,0.9624186424346968,0.9621012545834877,Forest,Peat,0.2713713164720029,1.0,0.0,0.0
0.4276550977240364,0.7208264651715766,0.597252454129913,0.0480779686258303,0.041581187188165836,0.8695074562827187,0.42200830287465024,0.347074393681692,Desert,Clay,0.8815955109746096,1.0,0.0,1.0
0.025414963008595637,0.24110518772657014,0.9473391508171081,0.8724473931157556,0.8534909072459894,0.0659458999969661,0.4237087162629672,0.2517413127908935,Agricultural,Loam,0.8886979415756256,1.0,1.0,1.0
0.10791151406516031,0.1680224767330598,0.1928740005954661,0.6579152884970996,0.4877268741231475,0.9871060878694777,0.045525172032630346,0.4117188856101426,Desert,Peat,0.6735707326294879,1.0,1.0,1.0
0.03142678919649361,0.9721646830398798,0.9058572659662286,0.3104958347966318,0.5993289567710931,0.4006457727805862,0.890625743438416,0.41415772426246505,Desert,Silt,0.8757292405349519,0.0,0.0,0.0
0.6365859082372942,0.6175434054489244,0.05341524997653646,0.18728530953326528,0.7320465964116494,0.17063265012422457,0.9293905392924315,0.45851997976172376,Desert,Clay,0.190772213181156,0.0,1.0,0.0
0.3144367786183849,0.981486582897125,0.30838646711538575,0.116223449747688,0.6550869063412301,0.9357308700019429,0.8133409326430362,0.6885837189505073,Desert,Loam,0.1478100900024657,0.0,0.0,1.0
0.5087085971359634,0.3376768934947032,0.28813952355057537,0.050242223185321844,0.7308727233601078,0.04542067606165445,0.10613693460763918,0.8680378307155855,Forest,Silt,0.7655133112521211,0.0,1.0,1.0
0.9078217037725715,0.7030377053529712,0.6264091581430002,0.7542607559481018,0.7622989383833971,0.47012951719802004,0.9004760554996402,0.05719744917963221,Forest,Clay,0.9897288738837589,1.0,0.0,1.0
0.24935389483079284,0.2224977156293464,0.13119613298528188,0.23588845306271056,0.5891610643445384,0.7702716412322761,0.023699292433556396,0.49076365500428853,Forest,Loam,0.7176398694285467,1.0,1.0,0.0
0.4104919570990818,0.2611032422742275,0.8824293346733423,0.024252641936542196,0.3656373980155246,0.31676381635052897,0.44456215583466224,0.4139536353579801,Urban,Sandy,0.03680933786711871,1.0,1.0,1.0
0.7557616685981755,0.5118635988066872,0.8286252141898963,0.3973510084926217,0.24313625463410926,0.5288625896780331,0.5006440279239747,0.010752842578026556,Forest,Loam,0.18370341069324808,1.0,1.0,1.0
0.2288538049369957,0.31953480625649827,0.6521136522836176,0.482705887968812,0.902926760896829,0.7004527305373689,0.8342160283245137,0.8165675926156222,Water Body,Silt,0.24735327470775548,1.0,1.0,1.0
0.07699090743369374,0.16750283364480129,0.4584331649101199,0.1692612825663703,0.9699513574346212,0.9520334279173612,0.7510248695006326,0.10420975418027995,Forest,Peat,0.4226595447635827,1.0,0.0,1.0
0.2898250155457929,0.2627841645062563,0.9330452129444902,0.04405232205097909,0.35766196659034255,0.10270126635097543,0.7972893973061278,0.11464722320401688,Desert,Clay,0.22078389828873457,0.0,0.0,1.0
0.16125705585970335,0.03559894151298526,0.8308206835018815,0.189160836348632,0.1122990001021229,0.1572290788276126,0.8681345579117556,0.048180688622844525,Desert,Sandy,0.06041878265441808,0.0,1.0,0.0
0.9299593898157665,0.7044299511350743,0.4993405005861887,0.6792440538587792,0.2225305132470628,0.5088974426416463,0.4760770394437952,0.20034269232601848,Water Body,Clay,0.25817943775744634,0.0,0.0,1.0
0.8083463674948909,0.4920735251636012,0.7019285171548476,0.08225592141546395,0.6706805146289148,0.41849529470061597,0.7804350746874797,0.17673132124114915,Agricultural,Loam,0.3508554506336501,0.0,0.0,1.0
0.6335783693833971,0.09410724107283625,0.5669652554566618,0.5551514981288722,0.17292434420494995,0.41081596638665296,0.06780231400041081,0.3478244894990098,Desert,Sandy,0.28347006746389336,0.0,0.0,0.0
0.8717052031746169,0.17157621169473758,0.587980634012735,0.14643810600557228,0.7801403223940359,0.2969734835433883,0.44453423915037665,0.659308448700891,Desert,Peat,0.02758419209746288,0.0,1.0,0.0
0.8038967568154956,0.1024006444617695,0.3309766477259067,0.19572594597700704,0.9230546615995047,0.5607149076903932,0.02987989016890852,0.05417802699391577,Forest,Clay,0.9276734224011356,0.0,1.0,0.0
0.18661328124500332,0.6125777439244984,0.46210447796509907,0.39315733339212694,0.9636777481419737,0.8833406214016334,0.915576201448038,0.8603650663952147,Forest,Clay,0.5413301865489571,0.0,1.0,1.0
0.8928098154197004,0.0940745306619693,0.07808479683005809,0.10084159778817842,0.009309184803172776,0.16092696982940502,0.9586999404150177,0.3265318410127024,Desert,Silt,0.8485854299542996,0.0,1.0,1.0
0.5394891961970353,0.7543002783769612,0.3573531511733494,0.17323541351592903,0.9581801528858732,0.21529269567883297,0.08371751459823912,0.6066319576452764,Water Body,Loam,0.01520764030838867,0.0,1.0,1.0
0.8076659430759745,0.020357916462327152,0.6958827884525418,0.3490223211378986,0.7402106880445937,0.6708611780132985,0.5326655985856706,0.011878128819069522,Desert,Silt,0.7970913283292278,1.0,1.0,0.0
0.8963431555190629,0.24927610424588875,0.9533081829415155,0.3297347458888473,0.08403724313325367,0.05619308457316585,0.32505809730628477,0.36577114329861954,Forest,Sandy,0.7044350121039651,0.0,0.0,0.0
0.31808534505187147,0.8907163949678945,0.9631577145262418,0.7494279489900226,0.4152422477116785,0.6738020819231775,0.342462874666823,0.0019213904202954324,Forest,Clay,0.9771741170154411,0.0,1.0,0.0
0.11007264688931279,0.7185409344782517,0.5557565230718128,0.07479293605547294,0.7000599532177884,0.31446933406825117,0.450691450466222,0.16537041723163337,Forest,Sandy,0.11447579719258583,1.0,1.0,0.0
0.227990548223103,0.07282755117661621,0.606663396544364,0.8606312372242162,0.9567114151031186,0.35787009780701173,0.1248682970992131,0.4478345776663799,Water Body,Peat,0.6426231639080217,0.0,1.0,0.0
0.4272217406014468,0.8211596225545943,0.18570038684013745,0.8164031117306334,0.16413197581606526,0.4055688188570853,0.18060487149555193,0.5350938125822025,Desert,Peat,0.020961501316723863,0.0,1.0,1.0
0.8182436632765765,0.49299220359445245,0.6953623045963424,0.7661517180974898,0.12772224066195276,0.34960315966108235,0.5774335907081316,0.15283754859552967,Forest,Silt,0.356871952302656,0.0,1.0,1.0
0.8609720411071518,0.8468225225830459,0.07062106044914068,0.30943371448393775,0.47235137862758425,0.841259013987114,0.01849651959322962,0.7452762462998681,Agricultural,Silt,0.6357300241418611,0.0,0.0,1.0
0.00694253661408778,0.6007219486739217,0.284679451599682,0.8230541642558249,0.968125325114136,0.9461250581976701,0.5998789764165601,0.1889218127113958,Forest,Silt,0.9321487378251951,1.0,1.0,0.0
0.5108858485768588,0.6818340987154567,0.6684135783671323,0.18283606634680222,0.9714057929060744,0.5480407133221028,0.3188320661328091,0.11574458558505063,Urban,Clay,0.08270480186069312,0.0,1.0,0.0
0.41752210380448557,0.9935752371212502,0.3103076684560073,0.1244305666957109,0.22790816696715083,0.5819100648902115,0.8324192995593469,0.33337948396456785,Agricultural,Peat,0.4891739715570577,1.0,1.0,1.0
0.22216148263120583,0.23223189227459912,0.04980607902952988,0.04496051569747195,0.31934465093702014,0.07047952029410814,0.6000845814323195,0.5514392209362571,Forest,Peat,0.23822901753336417,0.0,0.0,0.0
0.11988897531764614,0.6239331552868166,0.8319447035283352,0.93950791492969,0.9080557385841179,0.7132325210183623,0.7082320264268585,0.9890239193423607,Urban,Silt,0.21607855013986343,1.0,1.0,1.0
0.33770280826194343,0.46027085072792717,0.3103275469721428,0.3080719553616045,0.7348575210752673,0.5841305916498511,0.11422133523653377,0.41869244814791784,Water Body,Peat,0.6882920618266543,0.0,0.0,1.0
0.943175326361837,0.03930336279526292,0.06306638098588202,0.9178107419355893,0.9723430480968509,0.05038955518110472,0.26574644036045814,0.4259749921636817,Urban,Clay,0.027049646835776653,1.0,0.0,0.0
0.32328633099023063,0.014316231429147841,0.07475103999124466,0.2726669658609506,0.893171452281214,0.1984308742378279,0.9969779780729722,0.05921855437352658,Desert,Loam,0.6317327934537809,1.0,0.0,1.0
